CompanyID,CompanyName,Industry,Country,YearsOperating,Employees,MonthlyRevenue,MonthlyExpenses,MarketingBudget,NewCustomers,RepeatCustomers,CustomerSatisfaction,EmployeeTurnover,ProductInnovation,MarketShare,RevenueGrowth,ProfitMargin
BG-00018,Nova Medfin Holdings,Real Estate,Nigeria,33,148.0,238829.36,167762.93,23904.27,44,94.0,7.3,7.67,6.18,7.02,7.5,29.756153096085004
BG-00019,Bright Vialum Holdings,Energy,United Kingdom,1,373.0,234612.71,189380.05,5043.05,7,53.0,7.55,4.34,5.53,14.47,9.6,19.27971421497156
BG-00020,Bright Marfin Ventures,Hospitality,Brazil,17,228.0,490715.09,289031.55,30981.88,58,111.0,5.44,29.97,7.27,2.6,0.35,41.0999262321442
BG-00021,Nova Viasol Systems,Logistics,Nigeria,11,826.5,459085.36,438843.38,25729.51,92,153.0,7.63,17.22,5.78,8.73,14.9,4.409197452952972
BG-00022,Prime Zenvia Holdings,Retail,United States,14,731.0,426407.93,402468.6,10899.69,31,50.0,6.48,31.07,6.27,6.16,7.96,5.614184989477099
BG-00023,Summit Zenfin Systems,Healthcare,South Africa,23,127.0,779559.29,603993.6,57101.27,104,265.0,9.72,1.0,5.79,11.66,31.46,22.521146531394688
BG-00024,Summit Teksol Dynamics,Real Estate,India,28,74.0,666851.57,504248.11,84887.42,67,108.0,7.15,11.08,6.26,21.29,7.75,24.383756043342594
BG-00025,Blue Soltek Dynamics,Technology,Canada,42,194.0,754106.51,513567.91,92339.83000000002,94,199.0,10.0,12.77,5.6,26.74,10.96,31.897165295655654
BG-00026,Bright Finvia Systems,Education,Canada,42,37.0,44313.36,29624.71,2337.13,3,4.0,5.29,15.33,5.63,14.72,15.31,33.147226931110616
BG-00027,Summit Viasol Labs,Technology,France,38,90.0,349861.08,244101.52,13915.91,32,58.0,7.68,18.98,5.61,6.77,36.89,30.229015470940645
BG-00028,Summit Lumvia Group,Finance,Brazil,2,116.0,513159.79,378727.1,61449.62,226,513.5,7.49,7.98,5.99,2.83,39.11,26.197042835332052
BG-00029,Prime Solcor Ventures,Healthcare,Brazil,33,309.0,150180.33,114545.95,18850.37,19,28.0,7.57,5.58,5.71,13.77,34.84,23.727727858901357
BG-00030,Apex Zenora Dynamics,Education,India,27,82.0,48647.55,40671.78,4677.66,4,8.0,7.95,26.71,8.69,8.98,25.33,16.39500858727727
BG-00031,Apex Lummar Labs,Finance,Germany,18,193.0,236800.52,117675.4,20965.91,40,101.0,9.34,19.64,5.55,15.25,26.86,50.30610574672725
BG-00032,Prime Zensol Dynamics,Retail,India,28,202.0,539225.24,365177.12,50283.59,104,319.0,7.09,25.48,5.43,8.78,22.94,32.277443095950034
BG-00033,Blue Medsol Works,Healthcare,United Kingdom,39,302.0,264425.14,201189.69,9684.39,20,112.0,6.11,3.03,8.14,28.14,15.86,23.91431087074399
BG-00034,Prime Marfin Works,Finance,Brazil,38,826.5,613026.35,361463.94,61889.99,54,146.0,7.31,17.74,7.11,13.95,8.9,41.03614958802342
BG-00035,Blue Tekfin Holdings,Hospitality,Germany,9,623.0,140996.73,133431.4,9033.88,78,188.0,8.76,25.83,4.07,12.22,3.44,5.365606705914396
BG-00036,Summit Medzen Works,Education,India,37,291.0,24448.03,16360.84,1111.37,2,4.0,7.35,14.04,6.44,3.78,22.91,33.079106987352354
BG-00037,Bright Cormar Ventures,Manufacturing,Canada,24,826.5,458025.15,335440.45,40485.07,22,66.0,6.83,18.01,5.96,4.78,5.92,26.7637486718797
BG-00038,Nova Corzen Holdings,Manufacturing,Australia,34,643.0,562969.2,354484.0,8959.26,88,309.0,5.45,24.02,7.4,18.46,11.71,37.03314497489383
BG-00039,Apex Corora Labs,Technology,Germany,21,301.0,1137666.92625,818667.03125,92339.83000000002,226,289.0,8.05,24.93,6.02,3.84,31.98,28.039832014058252
BG-00040,Bright Medlum Ventures,Hospitality,Germany,39,44.0,239559.67,183986.98,6133.3,23,79.0,7.96,30.69,3.18,15.09,12.67,23.19784878648397
BG-00041,Summit Medlum Dynamics,Healthcare,Australia,1,74.0,559816.93,415243.09,24809.35,53,147.0,8.37,8.28,7.07,5.09,-6.45,25.825199677330236
BG-00042,Nova Zenzen Holdings,Energy,South Africa,39,826.5,1137666.92625,818667.03125,92339.83000000002,226,513.5,5.99,14.48,6.73,1.46,9.4,28.039832014058252
BG-00043,Vertex Finmed Dynamics,Logistics,Nigeria,24,557.0,80983.14,65984.67,10480.22,10,37.0,5.7,22.52,6.08,3.81,-4.44,18.520484634209048
BG-00044,Apex Finora Dynamics,Technology,Canada,7,161.0,203451.45,132078.51,25863.68,24,138.0,7.28,1.0,8.94,19.09,38.35,35.08106725216262
BG-00045,Nova Lumsol Systems,Retail,Germany,16,375.0,332748.24,271154.31,37593.24,61,160.0,6.48,19.39,4.93,20.66,17.1,18.510670409556486
BG-00046,Nova Tekmed Works,Healthcare,South Africa,39,179.0,669335.19,346273.89,18657.94,110,513.5,7.18,10.79,7.84,9.39,11.14,48.26599659282817
BG-00047,Prime Solzen Labs,Retail,India,20,434.0,205632.92,172376.65,3127.18,58,208.0,6.79,14.7,3.62,22.45,24.57,16.172639089110838
BG-00048,Apex Lumvia Systems,Hospitality,United States,10,28.0,52972.12,39037.28,2305.96,12,16.0,6.08,30.69,5.27,15.03,18.95,26.305988886229215
BG-00049,Nova Fincor Works,Energy,India,36,75.0,100162.44,79144.06,8629.15,4,28.0,8.03,21.79,6.72,8.31,3.29,20.984293114265192
BG-00050,Vertex Tekmed Group,Logistics,United States,2,826.5,1131298.11,818667.03125,92339.83000000002,226,513.5,8.05,22.81,6.59,26.59,12.55,27.6347212097791
BG-00051,Blue Medvia Works,Logistics,Brazil,30,826.5,1084626.78,818667.03125,92339.83000000002,126,311.0,5.71,21.38,5.77,3.29,25.98,24.520853961396753
BG-00052,Apex Marsol Labs,Finance,Germany,32,149.0,533167.27,343348.59,43733.07,56,109.0,6.15,16.07,7.17,1.23,31.8,35.602087877599836
BG-00053,Apex Marmed Ventures,Education,United States,37,53.0,65331.26,50371.34,6513.7,8,14.0,6.36,13.09,6.46,8.96,7.74,22.89856341359405
BG-00054,Apex Solzen Dynamics,Hospitality,United Kingdom,12,261.0,120391.66,101366.1,4053.8,7,29.0,6.04,15.3,2.97,11.76,-19.635000000000005,15.803054796320607
BG-00055,Summit Zenlum Systems,Healthcare,Canada,24,826.5,140668.93,96473.2,17329.93,11,40.0,9.94,9.98,8.79,11.74,31.9,31.41825988155309
BG-00056,Nova Marmar Labs,Retail,Australia,35,826.5,459761.97,329348.74,41480.57,29,103.0,7.03,23.67,5.52,23.52,3.28,28.36538002479848
BG-00057,Vertex Marmar Ventures,Real Estate,Canada,9,115.0,385765.81,230527.65,15531.32,102,229.0,7.25,13.67,4.59,28.58,13.29,40.241554843857216
BG-00058,Nova Oralum Group,Education,France,5,91.0,136275.64,100500.78,17403.11,6,15.0,6.51,16.73,7.69,12.93,11.2,26.25183781929038
BG-00059,Blue Tekmed Group,Logistics,United Kingdom,23,341.0,234729.78,209951.84,20662.91,26,29.0,7.19,19.62,5.52,17.72,0.91,10.555942241329584
BG-00060,Vertex Marmar Labs,Retail,United States,8,286.0,108316.86,77158.65,7224.3,12,47.0,8.16,30.62,6.14,26.44,18.86,28.76579878700325
BG-00061,Nova Soltek Works,Retail,Brazil,1,234.0,996128.12,761764.29,81753.23,156,357.0,7.45,28.99,7.48,18.68,30.69,23.527478573740087
BG-00062,Nova Oratek Works,Education,Canada,35,229.0,172595.73,141489.74,15709.0,27,52.0,7.94,1.0,6.66,1.57,8.71,18.022456291357855
BG-00063,Blue Tekmar Dynamics,Energy,Brazil,41,198.0,1137666.92625,818667.03125,92339.83000000002,226,513.5,6.99,10.79,4.46,7.23,6.52,28.039832014058252
BG-00064,Blue Soltek Holdings,Hospitality,United States,16,183.0,192401.87,168450.39,10561.82,25,38.0,5.78,30.66,5.76,1.94,17.88,12.448673185972662
BG-00065,Bright Zenzen Holdings,Retail,United Kingdom,44,358.0,193500.46,142522.55,10218.77,23,46.0,6.89,24.12,6.42,9.91,7.98,26.34511049741174
BG-00066,Bright Tekmar Works,Hospitality,United Kingdom,20,140.0,261825.3,214767.28,6929.33,23,77.0,7.58,20.59,6.93,10.01,15.07,17.97306066296878
BG-00067,Blue Teksol Systems,Education,Germany,39,82.0,234398.16,180624.59,30188.34,81,62.0,7.24,1.92,6.24,8.27,9.72,22.941122916664536
BG-00068,Apex Fintek Labs,Finance,United States,13,224.0,297765.57,190532.64,27179.57,56,124.0,6.45,18.84,7.54,15.08,27.03,36.012534961647845
BG-00069,Prime Viatek Works,Technology,Nigeria,14,237.0,157736.84,104364.03,17402.12,11,73.0,7.95,16.47,8.14,10.67,46.82,33.83661673455612
BG-00070,Blue Finsol Labs,Energy,Brazil,38,172.0,516489.95,311713.76,59235.64,42,96.0,5.99,9.62,4.19,3.54,1.32,39.64766206970726
BG-00071,Blue Viasol Labs,Retail,Canada,13,332.0,216763.95,177515.26,10584.37,15,24.0,5.46,25.92,5.17,5.54,4.92,18.10665011409877
BG-00072,Summit Viafin Works,Education,Australia,44,311.0,481368.87,377638.74,65987.49,132,264.0,8.2,18.12,4.88,21.37,24.05,21.54899007075385
BG-00073,Bright Corora Works,Technology,France,11,130.0,168689.22,111058.35,5564.82,18,28.0,8.15,8.07,8.54,11.91,30.99,34.163931755686576
BG-00074,Bright Solfin Ventures,Manufacturing,Canada,33,826.5,454142.13,335179.31,55677.88,35,73.0,8.28,15.01,7.45,11.95,38.8,26.195063646704615
BG-00075,Prime Viavia Systems,Healthcare,Germany,14,40.0,218081.01,157303.47,6512.73,97,335.0,9.13,13.1,7.66,11.36,24.46,27.869249138198693
BG-00076,Blue Orafin Dynamics,Technology,United Kingdom,17,573.0,63694.02,35185.11,2713.35,6,8.0,6.81,8.83,9.985,31.93,12.92,44.75916263410599
BG-00077,Nova Zenfin Dynamics,Manufacturing,France,28,172.0,458796.53,282610.16,39067.85,87,204.0,5.58,21.13,4.94,23.88,14.84,38.401853213667515
BG-00078,Nova Lummed Group,Technology,India,12,276.0,360143.94,294547.36,26834.85,34,99.0,9.76,6.63,6.89,34.72,37.58,18.21398966202236
BG-00079,Nova Corlum Systems,Finance,Germany,4,85.0,266822.96,153660.59,5845.77,53,141.0,6.91,11.88,5.84,0.44,3.25,42.41103164435325
BG-00080,Prime Zentek Group,Education,France,6,339.0,142439.54,121949.71,11503.07,7,27.0,8.33,11.54,6.87,21.57,19.11,14.384931318930121
BG-00081,Blue Solora Labs,Hospitality,South Africa,36,102.0,166032.53,144672.17,6500.35,108,126.0,8.88,24.81,6.45,19.22,-3.92,12.865165639528584
BG-00082,Nova Martek Labs,Retail,France,18,615.0,757360.39,536421.71,73724.62,74,267.0,6.96,32.44,4.92,17.23,13.21,29.17219898442273
BG-00083,Vertex Oraora Systems,Retail,Australia,24,132.0,398937.94,334518.41,39342.64,226,513.5,7.37,18.26,5.53,6.18,29.75,16.147757217576256
BG-00084,Apex Finmar Works,Real Estate,Brazil,12,19.0,79971.3,58509.04,1254.28,4,16.0,9.3,16.95,6.0,14.66,28.46,26.83745293624088
BG-00085,Blue Fincor Ventures,Finance,United States,4,84.0,185702.56,102715.5,23169.82,4,88.0,8.15,11.49,3.72,11.04,0.44,44.68816154176873
BG-00086,Bright Finzen Holdings,Hospitality,Germany,43,396.0,98092.34,84001.95,5196.4,7,20.0,5.71,35.14,4.29,11.1,18.9,14.364414183615153
BG-00087,Bright Zentek Ventures,Education,Australia,43,28.0,134207.59,108276.35,7786.41,82,160.0,8.01,26.16,6.76,18.08,22.67,19.321738807767872
BG-00088,Bright Fintek Ventures,Finance,South Africa,23,215.0,298034.18,163049.81,40186.46,165,513.5,7.29,11.48,7.37,2.67,26.63,45.291573604074536
BG-00089,Vertex Finvia Ventures,Healthcare,Germany,32,143.0,240925.98,167959.95,17015.88,61,422.0,7.72,14.26,5.15,19.67,27.96,30.285662841342386
BG-00090,Vertex Solcor Group,Real Estate,France,24,171.0,108667.34,71482.81,12439.54,14,34.0,8.77,19.36,2.36,14.36,25.48,34.218680608175376
BG-00091,Vertex Marmar Holdings,Finance,Germany,32,197.0,222600.15,129003.0,20374.06,198,186.0,9.26,16.62,6.48,12.34,18.78,42.04720886306681
BG-00092,Vertex Medlum Ventures,Education,India,4,72.0,95273.93,76459.26,12295.68,12,32.0,7.18,28.38,4.32,28.51,23.76,19.74797302892827
BG-00093,Blue Zentek Ventures,Energy,United Kingdom,28,306.0,459126.19,312735.28,17378.43,96,157.0,7.92,16.53,6.89,22.64,-3.93,31.884678589126004
BG-00094,Apex Lumtek Works,Real Estate,Nigeria,42,148.0,340242.34,211086.73,47413.4,65,89.0,7.66,3.66,7.53,5.69,16.03,37.95988764949124
BG-00095,Apex Corlum Systems,Manufacturing,United Kingdom,13,305.0,716707.93,537910.68,80787.05,107,430.0,6.99,26.71,6.33,24.83,26.51,24.947017120349148
BG-00096,Vertex Finmar Works,Real Estate,Canada,21,125.0,138027.06,74200.14,5788.43,13,39.0,7.29,1.0,5.57,14.79,35.9,46.24232378781378
BG-00097,Vertex Lumvia Holdings,Logistics,India,18,533.0,323171.47,268133.73,33454.61,133,146.0,7.13,20.07,4.96,14.66,1.8,17.030507055588785
BG-00098,Prime Finlum Works,Technology,Canada,13,215.0,168963.14,125721.75,12001.47,11,46.0,8.13,12.73,8.6,0.54,35.14,25.592203127853807
BG-00099,Apex Sollum Dynamics,Hospitality,India,1,428.0,36384.57,24326.38,4016.65,3,5.0,5.27,20.39,2.3449999999999998,10.46,16.45,33.140944087012706
BG-00100,Nova Medsol Ventures,Retail,India,20,233.0,48970.81,40917.82,3228.17,7,8.0,9.01,16.24,6.4,22.03,17.55,16.444469674894084
BG-00101,Prime Medmar Dynamics,Real Estate,Nigeria,37,99.0,95267.73,55989.64,4957.49,14,57.0,6.72,9.81,4.15,5.41,10.27,41.22916542673999
BG-00102,Prime Solmed Works,Hospitality,South Africa,27,143.0,180763.21,134941.23,21114.81,36,72.0,7.36,32.38,3.3,10.42,-10.49,25.349173650987932
BG-00103,Bright Lumtek Dynamics,Energy,India,38,306.0,1137666.92625,585302.3,23180.19,226,513.5,6.4,10.28,4.15,0.75,-7.93,48.55240259736785
BG-00104,Blue Lumtek Systems,Hospitality,India,10,60.0,142860.19,107764.88,19696.62,25,56.0,8.78,21.59,5.13,30.76,28.34,24.566193003103244
BG-00105,Nova Tekora Group,Retail,France,11,319.0,206227.76,153734.12,9951.29,45,111.0,6.32,25.19,9.0,2.07,21.87,25.45420655298783
BG-00106,Nova Vialum Systems,Hospitality,Canada,13,382.0,393025.56,329087.34,47703.34,50,85.0,8.28,20.68,4.2,11.53,-11.5,16.268209121055634
BG-00107,Apex Finfin Group,Healthcare,Germany,43,222.0,281296.23,165289.56,33070.1,22,73.0,6.61,12.32,6.36,26.38,34.6,41.24003723761246
BG-00108,Vertex Corlum Dynamics,Hospitality,India,20,316.0,121878.21,97346.54,4700.39,4,30.0,7.33,36.42,3.88,7.66,10.78,20.128019602519608
BG-00109,Prime Marcor Dynamics,Logistics,South Africa,28,419.0,175604.52,139071.96,24145.15,16,30.0,5.18,24.93,6.14,9.39,9.01,20.803883635797074
BG-00110,Vertex Corora Group,Real Estate,South Africa,39,345.0,224217.64,160902.89,27609.61,172,513.5,6.77,2.56,4.14,6.5,40.54,28.238077075470063
BG-00111,Summit Solmar Works,Logistics,South Africa,36,392.0,127266.07,96161.47,12019.65,13,43.0,6.35,20.56,6.93,18.86,16.85,24.440606989749902
BG-00112,Bright Finmed Labs,Energy,Germany,11,126.0,594185.91,384716.82,33583.61,108,513.5,5.7,7.02,8.41,27.41,17.4,35.25312305032612
BG-00113,Blue Finvia Dynamics,Logistics,Nigeria,2,305.0,289779.51,226232.67,30164.23,56,61.0,6.61,14.08,5.83,7.19,24.33,21.929376580145366
BG-00114,Summit Solcor Systems,Energy,United Kingdom,28,154.0,350547.93,255284.33,18739.66,70,183.0,6.44,7.61,7.42,10.02,16.13,27.175627595347663
BG-00115,Blue Corzen Holdings,Real Estate,Australia,15,62.0,225807.49,127548.73,15999.56,21,105.0,6.38,28.86,5.26,7.75,17.46,43.51439361023853
BG-00116,Prime Medvia Labs,Logistics,United Kingdom,31,105.0,347319.42,242801.01,37228.96,202,138.0,5.82,23.13,7.16,20.4,-1.77,30.09287819264468
BG-00117,Bright Lummed Group,Finance,South Africa,26,187.0,353071.75,167110.78,6714.94,40,83.0,6.96,12.76,7.23,8.6,26.14,52.669455995842206
BG-00118,Bright Fintek Dynamics,Education,South Africa,1,109.0,151716.68,125388.69,21218.12,43,93.0,7.77,12.23,7.0,21.23,27.0,17.353391861725417
BG-00119,Apex Solcor Group,Retail,India,15,467.0,125526.0,105522.36,8783.82,6,19.0,7.75,22.34,4.16,14.49,9.96,15.935853926676543
BG-00120,Prime Corcor Works,Manufacturing,Canada,9,826.5,248818.96,175950.12,7689.31,37,110.0,4.86,16.2,4.56,9.84,5.39,29.285887216954848
BG-00121,Summit Vialum Works,Manufacturing,United States,31,604.0,290991.61,216736.76,35238.8,54,281.0,5.82,24.48,7.13,14.41,10.62,25.517866305492444
BG-00122,Summit Lummed Holdings,Energy,Canada,3,365.0,1039188.6,674887.95,92339.83000000002,77,133.0,7.83,21.85,7.81,1.41,18.67,35.05625927767107
BG-00123,Nova Marmar Holdings,Finance,Nigeria,15,186.0,199252.91,131101.87,23176.1,26,35.0,6.26,1.0,6.38,6.14,5.11,34.20328465968201
BG-00124,Bright Zenmar Labs,Retail,United Kingdom,20,168.0,542247.82,452378.01,9344.35,25,98.0,7.15,19.18,6.02,4.94,30.48,16.573567783084854
BG-00125,Blue Finfin Holdings,Finance,Australia,42,87.0,954565.01,583663.23,92339.83000000002,226,513.5,8.53,12.67,5.27,5.51,-2.56,38.855580931046276
BG-00126,Summit Lumzen Holdings,Manufacturing,Canada,28,286.0,255917.59,224290.24,10724.35,20,32.0,6.22,11.19,4.37,21.78,-11.67,12.358411940343766
BG-00127,Prime Zenmar Dynamics,Finance,Australia,30,68.0,230173.34,188762.09,25139.84,20,95.0,7.62,6.85,7.79,4.3,14.51,17.99133209780073
BG-00128,Summit Finora Labs,Technology,Nigeria,30,130.0,335340.74,205867.39,7015.85,71,149.0,8.6,12.58,7.63,17.25,10.14,38.60949015619157
BG-00129,Apex Finmed Labs,Hospitality,Nigeria,19,764.0,234802.82,196144.01,27304.71,37,73.0,6.91,29.19,4.28,5.03,11.25,16.46437210592275
BG-00130,Blue Medvia Systems,Logistics,Nigeria,1,750.0,316760.34,264583.88,35934.7,28,132.0,6.35,15.0,6.22,10.11,3.46,16.471904279430944
BG-00131,Blue Tekmar Dynamics,Healthcare,Brazil,5,376.0,126955.7,111714.22,9440.38,52,115.0,7.44,15.49,7.07,10.92,5.58,12.005353048346782
BG-00132,Vertex Finmar Group,Hospitality,India,38,57.0,248665.78,145675.89,15849.01,45,63.0,7.86,25.62,5.34,14.21,15.07,41.416993524400496
BG-00133,Prime Zentek Systems,Education,Germany,23,192.0,619912.52,416141.36,37295.4,63,137.0,7.7,8.26,7.12,1.72,18.59,32.8709541146225
BG-00134,Summit Marfin Group,Manufacturing,India,16,662.0,337849.29,201723.32,35067.03,17,115.0,7.17,18.28,5.53,9.88,10.88,40.291921288335395
BG-00135,Prime Oravia Systems,Technology,India,12,49.0,90824.85,59622.83,1734.87,11,46.0,7.85,1.06,6.9,19.83,42.93,34.35405618616491
BG-00136,Prime Tekora Group,Manufacturing,Nigeria,2,780.0,455219.8,326794.16,24728.77,44,114.0,7.03,20.91,6.01,22.41,32.58,28.2117869213949
BG-00137,Summit Corsol Works,Real Estate,France,20,28.0,212062.3,154692.81,23596.89,27,30.0,6.5,13.27,6.27,14.84,12.93,27.053130141472575
BG-00138,Blue Finmed Ventures,Retail,Germany,34,285.0,263195.04,210387.28,17962.11,52,92.0,7.07,21.83,5.73,31.62,16.71,20.06411670979817
BG-00139,Blue Medmed Dynamics,Manufacturing,India,30,292.0,623476.85,429019.09,20426.97,103,205.0,8.16,15.43,5.5,35.215,2.85,31.189251052384698
BG-00140,Bright Lumfin Holdings,Technology,Canada,43,363.0,304588.52,210611.58,14413.02,22,51.0,8.02,17.61,8.4,6.89,22.49,30.853736706820083
BG-00141,Blue Marora Systems,Manufacturing,France,32,660.0,1137666.92625,818667.03125,92339.83000000002,226,513.5,6.16,12.3,4.88,6.01,11.54,28.039832014058252
BG-00142,Bright Finsol Group,Hospitality,Brazil,44,301.0,238183.42,208236.77,23036.22,48,49.0,6.2,17.56,5.22,6.22,18.35,12.572936436969467
BG-00143,Bright Tektek Works,Education,India,37,47.0,151388.42,114384.65,5998.0,35,77.0,6.79,11.76,5.99,9.11,9.29,24.44293295352446
BG-00144,Bright Zensol Dynamics,Retail,Germany,3,392.0,383898.58,284438.89,39268.91,39,98.0,6.13,22.08,5.51,15.63,4.94,25.90780356624398
BG-00145,Nova Medtek Holdings,Healthcare,Germany,20,112.0,143667.41,106470.03,12143.31,67,98.0,8.59,5.53,4.96,33.93,17.41,25.89131383380546
BG-00146,Summit Tekzen Dynamics,Real Estate,Brazil,34,56.0,288159.69,222068.48,29831.17,42,86.0,6.68,2.51,4.91,14.19,21.59,22.93561948237798
BG-00147,Nova Oravia Group,Manufacturing,France,11,826.5,201422.92,159099.86,13876.8,27,17.0,6.12,16.83,5.67,13.28,-9.71,21.012037756179893
BG-00148,Nova Tekcor Labs,Technology,Brazil,22,111.0,547039.4,318300.21,35781.41,226,84.0,6.52,25.32,7.34,1.16,33.53,41.814024730211386
BG-00149,Blue Viamed Labs,Hospitality,France,33,272.0,274612.48,281469.21,23607.94,181,489.0,8.4,25.44,6.6,23.8,10.93,-2.496874868906191
BG-00150,Bright Medmed Systems,Technology,Australia,19,108.0,205352.73,88580.79,17153.97,26,116.0,7.81,21.75,8.31,13.76,39.39,56.8640796740321
BG-00151,Apex Tekmed Labs,Education,United Kingdom,41,86.0,199533.36,187779.8,15998.67,41,89.0,7.61,1.0,6.82,0.7,6.43,5.890523770060304
BG-00152,Vertex Zenmar Holdings,Retail,South Africa,31,72.0,295246.47,229399.33,6172.51,52,79.0,8.05,27.06,7.28,10.16,7.96,22.30243091475403
BG-00153,Nova Martek Labs,Technology,United Kingdom,43,91.0,1137666.92625,818667.03125,92339.83000000002,108,271.0,6.61,1.0,8.18,9.57,20.0,28.039832014058252
BG-00154,Summit Finmar Ventures,Manufacturing,Canada,12,299.0,700991.28,692489.25,19915.78,155,311.0,7.69,9.4,5.61,11.26,19.97,1.2128581685067505
BG-00155,Prime Solfin Systems,Real Estate,Germany,3,125.0,339412.5,215651.38,35568.33,33,111.0,6.69,2.35,6.6,34.79,-3.03,36.463335911317344
BG-00156,Prime Marfin Group,Energy,France,31,388.0,277729.29,165419.58,5869.6,35,123.0,6.65,16.88,6.44,5.33,-6.24,40.4385543923005
BG-00157,Apex Marzen Dynamics,Real Estate,Australia,5,89.0,61135.83,37402.02,1607.93,3,9.0,8.41,20.14,4.91,13.3,11.85,38.821440716516
BG-00158,Bright Zenvia Works,Manufacturing,Germany,13,826.5,352639.81,271209.74,13798.14,49,143.0,8.72,6.87,7.13,4.79,6.19,23.0915704043738
BG-00159,Apex Viacor Systems,Healthcare,Brazil,9,516.0,297359.72,215975.39,23868.37,45,106.0,10.0,9.74,5.95,20.8,28.39,27.36898259118618
BG-00160,Vertex Tekcor Works,Energy,Australia,18,147.0,397161.99,281215.85,28923.32,24,66.0,5.84,3.12,5.91,4.62,27.54,29.19366478146613
BG-00161,Blue Medzen Holdings,Finance,France,36,150.0,313085.09,188166.98,40444.08,17,58.0,5.37,14.27,7.61,11.46,19.17,39.899092607699714
BG-00162,Prime Marlum Systems,Manufacturing,France,17,370.0,448766.67,345388.54,31244.78,85,244.0,6.2,20.6,4.99,22.27,4.59,23.036053457356807
BG-00163,Nova Viatek Dynamics,Retail,Brazil,25,432.0,292636.12,254821.72,5523.32,42,109.0,7.36,27.43,5.13,6.42,16.11,12.92198652715871
BG-00164,Apex Viatek Ventures,Healthcare,Canada,31,134.0,330458.77,280638.62,27477.85,34,129.0,7.89,1.2,8.77,19.05,18.93,15.076056235396635
BG-00165,Vertex Zenmed Holdings,Real Estate,France,9,192.0,435178.44,292917.02,42025.58,125,310.0,5.68,15.69,6.56,16.72,15.25,32.6903648995111
BG-00166,Bright Solsol Systems,Finance,South Africa,20,98.0,350137.61,287763.24,15430.23,16,83.0,6.97,1.0,7.17,6.65,38.18,17.814244519461933
BG-00167,Summit Corfin Holdings,Energy,Canada,41,310.0,1137666.92625,818667.03125,92339.83000000002,188,463.0,5.29,13.82,8.83,16.24,21.52,28.039832014058252
